"26620","1","napa, california,"
"27875","1","new port richey, florida, usa"
"30035","1","vancouver, british columbia, canada"
"31315","1","henryville, indiana, usa"
"32148","1","edmonton, alberta, canada"
"32250","1","gta, ontario, canada"
"32773","1","olathe, kansas, usa"
"35859","1","duluth, minnesota, usa"
"37454","1","dallas, texas, usa"
"37950","1","calgary, alberta, canada"
"40362","1","philadelphia, pennsylvania, usa"
"40914","1","phoenix, arizona, usa"
"41084","1","orlando, florida, usa"
"41086","1","san jose, california, usa"
"42093","1","fair haven, new jersey, usa"
"43246","1","toronto, ontario, canada"
"43277","1","santee, california, usa"
"43687","1","sacramento, california, usa"
"43920","1","san diego, california, usa"
"44252","1","fairview, new jersey, usa"
"45557","1","flossmoor, illinois, usa"
"46197","1","tampere, pirkanmaa, finland"
"46374","1","vancouver, british columbia, canada"
"46909","1","howell, new jersey, usa"
"52853","1","yuba city, california, usa"
"54412","1","shellharbour, new south wales, australia"
"54965","1","decatur, georgia, usa"
"55187","1","torrance, california, usa"
"55492","1","antioch, illinois, usa"
"56094","1","middletown, connecticut, usa"
"56307","1","el segundo, california, usa"
"56391","1","tijeras, nm, usa"
"56959","1","monroe twp., new jersey, usa"
"59189","1","houston, texas, usa"
"60621","1","edwardsville, illinois, usa"
"60707","1","manchester, new hampshire, usa"
"62272","1","lake mary, florida, usa"
"63591","1","vancouver, british columbia, canada"
"63865","1","pomona, california, usa"
"64075","1","walnut creek, california, usa"
"69389","1","nebraska city, nebraska, usa"
"69697","1","west sacramento, california, usa"
"72575","1","paris, illinois, usa"
"73056","1","annapolis, maryland, usa"
"73405","1","sharon, massachusetts, usa"
"76352","1","olympia, washington, usa"
"76818","1","little rock, arkansas, usa"
"78783","1","chantilly, virginia, usa"
"79186","1","fairbanks, alaska, usa"
"80945","1","freiburg, baden-württemberg, germany"
"81682","1","bluffton, south carolina,"
"83383","1","san diego, california, usa"
"83775","1","sunnyvale, california, usa"
"84024","1","abilene, texas, usa"
"87746","1","wallingford, connecticut, usa"
"88738","1","harpers ferry, west virginia, usa"
"89263","1","goldsboro, north carolina, usa"
"91811","1","houston, texas, usa"
"92249","1","burnaby, ,"
"93047","1","nashua, new hampshire, usa"
"93363","1","farmington hills, michigan, usa"
"94630","1","allegan, michigan, usa"
"94787","1","cleveland, ohio, usa"
"96054","1","ottawa, ontario, canada"
"96055","1","dublin, ohio, usa"
"98723","1","cincinnati, ohio, usa"
"100264","1","brunswick, ohio, usa"
"101620","1","brookland, arkansas, usa"
"102275","1","saint clair, michigan, usa"
"102647","1","modesto, california, usa"
"104051","1","vacaville, california, usa"
"104211","1","chattanooga, tennessee, usa"
"104665","1","altoona, iowa, usa"
"105979","1","oakland, california, usa"
"106725","1","littlestown, pennsylvania, usa"
"108005","1","greenfield, wisconsin, usa"
"109681","1","nashville, indiana, usa"
"110453","1","saco, maine, usa"
"110609","1","osaka, n/a, japan"
"110934","1","kirkland, washington, usa"
"111947","1","albuquerque, new mexico, usa"
"112001","1","barren springs, virginia, usa"
"112026","1","lakewood, washington, usa"
"112100","1","denver, ,"
"115003","1","asheville, north carolina, usa"
"115120","1","sherman oaks, california, usa"
"123515","1","beaverton, oregon, usa"
"123867","1","kearns, utah, usa"
"124487","1","ramah, new mexico, usa"
"124942","1","olympia, washington, usa"
"125692","1","elmira, new york, usa"
"126395","1","arkansas, arkansas, usa"
"127429","1","kansas city, missouri, usa"
"127432","1","greenback, tennessee, usa"
"128119","1","olathe, kansas, usa"
"129008","1","rapid city, south dakota, usa"
"131128","1","suffolk, virginia, usa"
"131402","1","governors bay, canterbury, new zealand"
"133747","1","gaithersburg, maryland, usa"
"135351","1","greenwood, south carolina, usa"
"136205","1","crest hill, illinois, usa"
"136326","1","shingle springs, california, usa"
"136348","1","oceanside, new york, usa"
"136382","1","edmonton, alberta, canada"
"136473","1","minneapolis, minnesota, usa"
"140000","1","london, england, united kingdom"
"144318","1","grimes, iowa, usa"
"144531","1","pleasanton, california, usa"
"145165","1","sydney, new south wales, australia"
"145641","1","madison, new jersey, usa"
"147451","1","herne bay, england, united kingdom"
"147686","1","farmingdale, new york, usa"
"150661","1","scottsdale, arizona, usa"
"151780","1","topeka, kansas, usa"
"153283","1","kitchener, ontario, canada"
"153662","1","ft. stewart, georgia, usa"
"153718","1","round lake, illinois, usa"
"155848","1","toronto, ontario, canada"
"157273","1","dripping springs, texas, usa"
"158295","1","cleveland, ohio, usa"
"161346","1","burlingame, california, usa"
"161752","1","mesa, arizona, usa"
"163802","1","cin, ohio, usa"
"163804","1","bonaire, georgia, usa"
"164956","1","waterdown, ontario, canada"
"165166","1","daphne, alabama, usa"
"166123","1","cortez, colorado, usa"
"166596","1","greenwood, british columbia, canada"
"166685","1","sun city west, arizona, usa"
"166824","1","nova, virginia, usa"
"168456","1","pasadena, texas, usa"
"169057","1","westlake, ohio, usa"
"170518","1","gaithersburg, maryland, usa"
"170634","1","crystal lake, illinois, usa"
"171986","1","sandhurst, england, united kingdom"
"173415","1","chicago, illinois, usa"
"174726","1","san diego, california, usa"
"175003","1","round rock, texas, usa"
"176875","1","tampere, pirkanmaa, finland"
"177374","1","kingston, washington, usa"
"177459","1","orangeville, ontario, canada"
"179433","1","raleigh, north carolina, usa"
"182993","1","carneys point, new jersey, usa"
"183046","1","toronto, ontario, canada"
"187065","1","red feather lakes, ,"
"187990","1","palmdale, california, usa"
"188273","1","hawthorne, new jersey, usa"
"189334","1","ottawa, ontario, canada"
"190459","1","schertz, texas, usa"
"193379","1","san antonio, texas, usa"
"194669","1","savannah, georgia, usa"
"195694","1","tucson, arizona, usa"
"196057","1","pittsburgh, pennsylvania, usa"
"196077","1","disputanta, virginia, usa"
"196253","1","eldersburg, maryland, usa"
"199244","1","lindale, , usa"
"199981","1","muncie, indiana, usa"
"200226","1","burlington, ontario, canada"
"201684","1","austin, texas, usa"
"203240","1","st. louis, missouri, usa"
"204457","1","hawthorne, new jersey, usa"
"204864","1","simi valley, california, usa"
"205473","1","ottawa, ontario, canada"
"205980","1","west chester, pennsylvania, usa"
"206074","1","new britain, connecticut, usa"
"206107","1","tucson, ,"
"208058","1","rancho cucamonga, california, usa"
"208147","1","federal way, washington, usa"
"209687","1","woodland hills, california, usa"
"209756","1","sacramento, california, usa"
"211426","1","pueblo, colorado, usa"
"212898","1","la ronge, saskatchewan, canada"
"213126","1","spring, texas, usa"
"213350","1","rowland heights, california, usa"
"214244","1","duisburg, nordrhein-westfalen, germany"
"215006","1","seattle, washington, usa"
"218552","1","san antonio, texas, usa"
"218568","1","byron, minnesota, usa"
"218608","1","spartanburg, south carolina, usa"
"220316","1","calgary, alberta, canada"
"220503","1","gainesville, florida, usa"
"220626","1","wisconsin rapids, wisconsin, usa"
"222220","1","austin, texas, usa"
"223201","1","huntington beach, california, usa"
"224997","1","legazpi, albay, philippines"
"225763","1","san francisco, california, usa"
"225810","1","el cajon, california, usa"
"226205","1","romeoville, illinois, usa"
"226545","1","mesa, arizona, usa"
"226553","1","anchorage, alaska, usa"
"227520","1","san jose, california, usa"
"227702","1","league city, texas, usa"
"228764","1","oakdale, california, usa"
"233711","1","mackay, queensland, australia"
"234623","1","scarborough, maine, usa"
"235105","1","st louis, missouri, usa"
"236340","1","st kilda, victoria, australia"
"237432","1","ben lomond, california, usa"
"240113","1","carmichael, ,"
"240144","1","muskego, wisconsin, usa"
"240567","1","hawthorne, new jersey, usa"
"241357","1","ottawa, ,"
"241980","1","ashburn, virginia, usa"
"242299","1","orlando, florida, usa"
"242775","1","parma, ohio, usa"
"243077","1","ann arbor, michigan, usa"
"243151","1","seattle, washington, usa"
"245410","1","san antonio, texas, usa"
"247447","1","long beach, california, usa"
"249040","1","cuba, new york, usa"
"250184","1","renton, washington, usa"
"254465","1","maryville, tennessee, usa"
"255489","1","sherman oaks, california, usa"
"256023","1","vancouver, british columbia, canada"
"256167","1","temecula, california, usa"
"257454","1","evergreen park, illinois, usa"
"257512","1","marysville, ,"
"258534","1","mcqueeney, texas, usa"
"259260","1","fair haven, michigan, usa"
"260363","1","albany, georgia, usa"
"261829","1","fpo, ap, usa"
"264349","1","avon lake, ohio, usa"
"266807","1","tustin, california, usa"
"271448","1","ona, west virginia, usa"
"271466","1","boulder, colorado, usa"
"271588","1","moran, wyoming, usa"
"274004","1","sydenham, london, england, united kingdom"
"274308","1","delray beach, florida, usa"
"5441","1","south royalton, vermont, usa"
"94952","1","surrey, british columbia, canada"
"122429","1","kamuela, hawaii, usa"
"126588","1","orleans, ontario, canada"
"233392","1","surrey, british columbia, canada"
"5443","1","east berlin, pennsylvania, usa"
"148258","1","toronto, ontario, canada"
"177870","1","houston, texas, usa"
"186837","1","schofield, wisconsin, usa"
"123614","1","hellertown, pennsylvania, usa"
"137589","1","enterprise, oregon, usa"
"197659","1","indiana, pennsylvania, usa"
"6537","1","norfolk, ,"
"43325","1","chester springs, pennsylvania, usa"
"56360","1","wien, wien, austria"
"70052","1","st. john`s, ontario, canada"
"86487","1","laie, hawaii, usa"
"128622","1","tinley park, illinois, usa"
"136240","1","travelers rest, south carolina, usa"
"194600","1","toronto, ontario, canada"
"197364","1","cumming, georgia, usa"
"272188","1","new hyde park, new york, usa"
"11993","1","lakewood, colorado, usa"
"14423","1","austin, texas, usa"
"26544","1","woodbridge, virginia, usa"
"42352","1","baltimore, maryland, usa"
"76942","1","sacramento, california, usa"
"110988","1","rapid city, south dakota, usa"
"114988","1","temple, texas, usa"
"121330","1","chilhowie, virginia, usa"
"146956","1","phoenix, arizona,"
"161875","1","san clemente, california, usa"
"173951","1","chevy chase, maryland, usa"
"179849","1","rapid city, south dakota, usa"
"183446","1","denton, texas, usa"
"185771","1","alexandria, virginia, usa"
"205197","1","chalmette, louisiana, usa"
"205943","1","boston, massachusetts, usa"
"206109","1","portland, oregon, usa"
"215986","1","fort worth, texas, usa"
"230249","1","glen rock, pennsylvania, usa"
"232968","1","portogruaro, venezia, italy"
"234047","1","tempe, arizona, usa"
"234087","1","conifer, colorado, usa"
"236370","1","orang epark, florida, usa"
"238056","1","rapid city, south dakota, usa"
"239413","1","austin, texas, usa"
"5444","1","cremona, lombardia, italy"
"5649","1","rome, ,"
"5650","1","rome, , italy"
"8931","1","milano, lombardia, italy"
"22530","1","milano, lombardia, italy"
"29110","1","roma, roma, italy"
"29125","1","siracusa, sicilia, italy"
"39164","1","cesano maderno, lombardia, italy"
"41731","1","rome, lazio, italy"
"51846","1","rimini, emilia romagna, italy"
"65631","1","augusta, sicilia, italy"
"65956","1","priverno, lazio, italy"
"67812","1","ardea, lazio, italy"
"72456","1","modena, emilia romagna, italy"
"76544","1","padova, veneto, italy"
"87837","1","milano, lombardia, italy"
"90569","1","genova, liguria, italy"
"95336","1","moncioni - valdarno, tuscany - chiantishire, italy"
"99943","1","pozzuoli, campania, italy"
"136858","1","villasanta, lombardia, italy"
"145387","1","augusta, sicilia, italy"
"159687","1","genova, liguria, italy"
"188952","1","roma, lazio, italy"
"191352","1","rimini, ,"
"243091","1","rome, lazio, italy"
"248310","1","belluno, veneto, italy"
"5448","1","pine bush, new york, usa"
"73394","1","san diego, california, usa"
"142680","1","chicago, illinois, usa"
"151101","1","pottstown, pennsylvania, usa"
"18995","1","atlanta, georgia, usa"
"24194","1","palos hills, illinois, usa"
"36606","1","san marcos, california, usa"
"36836","1","raleigh, north carolina, usa"
"39646","1","fairless hills, pennsylvania, usa"
"50617","1","toronto, ,"
"82407","1","washington, dc, usa"
"95359","1","charleston, west virginia, usa"
"96554","1","barcelona, catalunya, spain"
"98376","1","st. rose, louisiana, usa"
"108687","1","cerdanyola del valles, barcelona, spain"
"116249","1","sunnyvale, california, usa"
"119248","1","fpo, ap, usa"
"127826","1","duluth, georgia, usa"
"144194","1","magnolia, new jersey, usa"
"171818","1","sacramento, california, usa"
"179613","1","portland, oregon, usa"
"182420","1","toronto, ontario, canada"
"212181","1","fpo, ap, usa"
"216683","1","san jose, california, usa"
"218121","1","brighton, colorado, usa"
"226007","1","pueblo, colorado, usa"
"227447","1","kelseyville, california, usa"
"231252","1","woodstock, ,"
"233383","1","dallas, texas, usa"
"235842","1","griswold, iowa, usa"
"243966","1","santee, california, usa"
"262635","1","florence, oregon, usa"
"268330","1","miami, florida, usa"
"40553","1","st. cloud, minnesota, usa"
"46443","1","asheville, north carolina, usa"
"52584","1","livermore, california, usa"
"53174","1","orlando, florida, usa"
"88229","1","thermopolis, wyoming, usa"
"125039","1","lafayette, indiana, usa"
"133568","1","manila, manila, philippines"
"141493","1","dove canyon, california, usa"
"181176","1","st. louis, missouri, usa"
"221777","1","cuyahoga falls, ohio, usa"
"247591","1","lake george, new york, usa"
"255218","1","anaheim, california, usa"
"134356","1","baltimore, maryland, usa"
"150979","1","greencastle, pennsylvania, usa"
"159033","1","taneytown, maryland, usa"
"198711","1","little canada, minnesota, usa"
"245827","1","albuquerque, ,"
"278418","1","omaha, nebraska, usa"
"6112","1","st.petersburg, florida, usa"
"7158","1","omaha, nebraska, usa"
"7841","1","salt lake city, utah, usa"
"11908","1","prince george, british columbia, canada"
"12514","1","park city, utah, usa"
"12538","1","byron, minnesota, usa"
"16183","1","glen rock, new jersey, usa"
"16413","1","austin, texas, usa"
"16507","1","lancaster, pennsylvania, usa"
"16545","1","berkeley, california, usa"
"28006","1","jacksonville, florida, usa"
"29899","1","duxbury, massachusetts, usa"
"32962","1","coal city, illinois, usa"
"32963","1","coal city, illinois, usa"
"37644","1","sudbury, massachusetts, usa"
"38273","1","chandler, arizona, usa"
"40462","1","golden, colorado, usa"
"40943","1","oklahoma city, oklahoma, usa"
"41455","1","toronto, ontario, canada"
"42914","1","clarksville, indiana, usa"
"44089","1","leduc, ,"
"44535","1","warrensburg, missouri, usa"
"50225","1","fresno, california, usa"
"50832","1","hanover, massachusetts, usa"
"51883","1","jasper, missouri, usa"
"55395","1","prairie du rocher, , usa"
"59172","1","owen sound, ontario, canada"
"59835","1","brooklyn, new york, usa"
"62257","1","st. louis, missouri, usa"
"67840","1","houston, texas, usa"
"72368","1","milford, iowa, usa"
"74056","1","san gabriel, california, usa"
"77181","1","louisville, kentucky, usa"
"78834","1","honolulu, hawaii, usa"
"81332","1","rochester, michigan, usa"
"87929","1","portland, maine, usa"
"98440","1","yuma, arizona, usa"
"103618","1","muskegon, michigan, usa"
"104399","1","middletown, ohio, usa"
"106086","1","austin, texas, usa"
"107453","1","chunchula, alabama, usa"
"115490","1","dekalb, illinois, usa"
"122802","1","league city, ,"
"123154","1","terrytown, louisiana, usa"
"124814","1","elkmont, alabama, usa"
"128739","1","tidewater, virginia, usa"
"135443","1","fairbanks, alaska, usa"
"144944","1","ho-ho-kus, new jersey, usa"
"147847","1","greenville, illinois, usa"
"149216","1","san diego, california, usa"
"150124","1","york, nebraska, usa"
"150907","1","boynton beach, florida, usa"
"151098","1","appalachia, virginia, usa"
"154811","1","mooresville, indiana, usa"
"154992","1","maryland heights, missouri, usa"
"160831","1","renton, ,"
"167844","1","houston, texas, usa"
"169699","1","vadnais heights, minnesota, usa"
"174791","1","long beach, california, usa"
"181103","1","virginia beach, virginia, usa"
"185233","1","winnemucca, nevada, usa"
"186570","1","rantoul, illinois, usa"
"188951","1","valdosta, georgia, usa"
"189835","1","honolulu, hawaii, usa"
"197012","1","mandeville, louisiana, usa"
"200674","1","pittsburg, missouri, usa"
"201760","1","mitchell, indiana, usa"
"207246","1","owensboro, kentucky, usa"
"207965","1","eugene, oregon, usa"
"208568","1","fontana, california, usa"
"208722","1","lemon grove, california, usa"
"210485","1","carmichael, california, usa"
"212645","1","coal township, pennsylvania, usa"
"223087","1","sherman oaks, california, usa"
"223566","1","kansas city, missouri, usa"
"224764","1","rockaway, new jersey, usa"
"225938","1","lancaster, california, usa"
"226393","1","willow street, pennsylvania, usa"
"231296","1","salt lake, utah, usa"
"233331","1","bowling green, ohio, usa"
"233431","1","brenham, texas, usa"
"245445","1","pawtucket, rhode island, usa"
"245963","1","saint louis, missouri, usa"
"250518","1","kearns, utah, usa"
"250764","1","cove, oregon, usa"
"259006","1","saginaw, michigan, usa"
"260897","1","chicago, illinois, usa"
"270820","1","west bend, wisconsin, usa"
"274618","1","houston, texas, usa"
"26593","1","peoria, arizona, usa"
"98741","1","fairbanks, alaska, usa"
"131238","1","bismarck, north dakota, usa"
"259020","1","lacey, washington, usa"
"70448","1","moreno valley, california, usa"
"113955","1","webster, new york, usa"
"145130","1","portland, oregon, usa"
"153322","1","york, ,"
"101876","1","nicholasville, kentucky, usa"
"164698","1","harrodsburg, kentucky, usa"
"180586","1","creston, british columbia, canada"
"198547","1","washington, dc, usa"
"278506","1","springfield, virginia, usa"
"104123","1","point mugu, california, usa"
"123744","1","newark, delaware, usa"
"183284","1","stamford, connecticut, usa"
"192710","1","ponte vedra, florida, usa"
"252869","1","marysville, michigan, usa"
"23065","1","plymouth, massachusetts, usa"
"56447","1","sturgis, michigan, usa"
"130554","1","sandpoint, idaho, usa"
"137928","1","brentwood, new york, usa"
"212923","1","minneapolis, minnesota, usa"
"243294","1","geismar, louisiana, usa"
"31846","1","phoenix, , usa"
"138995","1","keyser, west virginia, usa"
"165308","1","new berlin, wisconsin, usa"
"218241","1","ocean pines, maryland, usa"
"219546","1","new albany, indiana, usa"
"96440","1","rochester, new york, usa"
"110440","1","fairfax, virginia, usa"
"233810","1","durham, new hampshire, usa"
"5451","1","murphysboro, illinois, usa"
"170742","1","o`fallon, missouri, usa"
"5452","1","reseda, california, usa"
"31466","1","kingsville, ontario, canada"
"40889","1","brainerd, minnesota, usa"
"55858","1","dartmouth, nova scotia, canada"
"93092","1","sherwood park, alberta, canada"
"105054","1","edmonton, alberta, canada"
"107073","1","watertown, new york, usa"
"142083","1","columbus, ohio, usa"
"168245","1","delisle, saskatchewan, canada"
"181687","1","austin, texas, usa"
"269719","1","jacksonville, north carolina, usa"
"28204","1","south ohio, nova scotia, canada"
"30072","1","st. louis, missouri, usa"
"35445","1","terre haute, indiana, usa"
"37712","1","cincinnati, ohio, usa"
"40505","1","kalamazoo, ,"
"40885","1","orlando, florida, usa"
"55490","1","rapid city, south dakota, usa"
"59150","1","victoria, british columbia, canada"
"69274","1","west warwick, rhode island, usa"
"88435","1","quezon city, ncr, philippines"
"112580","1","aurora, ,"
"128993","1","san marcos, texas, usa"
"129503","1","lisboa, n/a, portugal"
"132836","1","west palm beach, florida, usa"
"145619","1","middletown, connecticut, usa"
"177072","1","moberly, missouri, usa"
"179327","1","franklin, tennessee, usa"
"179733","1","greenville, texas, usa"
"185384","1","st. charles, missouri, usa"
"188786","1","bridgewater, massachusetts, usa"
"192119","1","occoquan, virginia, usa"
"203506","1","rye brook, new york, usa"
"206959","1","niceville, florida, usa"
"213119","1","vancouver, british columbia, canada"
"264657","1","st. louis, missouri, usa"
"266229","1","kent, washington, usa"
"7942","1","el cajon, california, usa"
"16916","1","hackettstown, new jersey, usa"
"20155","1","gresham, oregon, usa"
"28661","1","new orleans, louisiana, usa"
"43892","1","madison heights, michigan, usa"
"61181","1","alameda, california, usa"
"62610","1","fort worth, texas, usa"
"62612","1","hackettstown, new jersey, usa"
"76499","1","new york, new york, usa"
"87555","1","lexington, kentucky, usa"
"115435","1","cincinnati, ohio, usa"
"118627","1","killeen, texas, usa"
"127189","1","austin, texas, usa"
"131354","1","eatontown, new jersey, usa"
"131689","1","pasadena, california, usa"
"146932","1","miami, florida, usa"
"149934","1","chicago, illinois, usa"
"161275","1","burlingame, california, usa"
"172742","1","astoria, oregon, usa"
"176567","1","napa, california, usa"
"177432","1","wichita, kansas, usa"
"179734","1","greenville, texas, usa"
"183572","1","charlestown, massachusetts, usa"
"211137","1","state college, pennsylvania, usa"
"213849","1","san pedro, california, usa"
"225706","1","amarillo, texas, usa"
"245157","1","santa monica, ,"
"251613","1","sonoma, california, usa"
"259626","1","austin, texas, usa"
"260388","1","minneapolis, minnesota, usa"
"270685","1","napa, ,"
"274325","1","amsterdam, n/a, netherlands"
"5609","1","oradea, bihor, romania"
"24733","1","oswego, new york, usa"
"35050","1","west columbia, south carolina, usa"
"40330","1","germantown, maryland, usa"
"59504","1","louisville, kentucky, usa"
"69042","1","drayton valley, alberta, canada"
"86159","1","mississauga, ontario, canada"
"115002","1","stockholm, stockholm, sweden"
"122883","1","baltimore, maryland, usa"
"124078","1","muskegon, michigan, usa"
"151503","1","fairbanks, alaska, usa"
"169682","1","minneapolis, minnesota, usa"
"219683","1","santa ana, california, usa"
"241548","1","saratoga, california, usa"
"266478","1","lansdale, pennsylvania, usa"
"92346","1","louisville, kentucky, usa"
"9417","1","whitby, ontario, canada"
"19664","1","katonah, new york, usa"
"50129","1","reynolds, ,"
"55548","1","chamblee, georgia, usa"
"69232","1","mooresville, north carolina, usa"
"70198","1","bakersfield, california, usa"
"73157","1","brush valley, pennsylvania, usa"
"85426","1","chisholm, minnesota, usa"
"88283","1","hamburg, hamburg, germany"
"90300","1","bobcaygeon, ,"
"108763","1","charlottetown, prince edward island, canada"
"124574","1","wellston, ohio, usa"
"130157","1","olympia, washington, usa"
"170575","1","bethlehem, pennsylvania, usa"
"174304","1","st. louis, missouri, usa"
"190708","1","ramona, california, usa"
"190814","1","east liverpool, ohio, usa"
"205735","1","mosinee, wisconsin, usa"
"207782","1","midland, texas, usa"
"207860","1","collinsville, texas, usa"
"224435","1","warren, michigan, usa"
"239063","1","mooresville, north carolina, usa"
"261941","1","edmonton, alberta, canada"
"270352","1","lombard, illinois, usa"
"1733","1","independence, west virginia, usa"
"28634","1","bad axe, michigan, usa"
"43028","1","edmonton, alberta, canada"
"114315","1","minneapolis, minnesota, usa"
"114414","1","edinburg, texas, usa"
"115900","1","fulton, new york, usa"
"133296","1","ormond beach, florida, usa"
"170595","1","maiden, north carolina, usa"
"172030","1","rainsville, alabama, usa"
"187170","1","chesapeake, virginia, usa"
"198012","1","baltimore, maryland, usa"
"211117","1","boca raton, florida, usa"
"234023","1","markham, ontario, canada"
"244688","1","st. petersburg, florida, usa"
"254971","1","boise, idaho, usa"
"30972","1","columbiana, alabama, usa"
"55006","1","calgary, alberta, canada"
"95201","1","baltimore, maryland, usa"
"110373","1","livingston, new jersey, usa"
"161385","1","harwood, north dakota, usa"
"184299","1","omaha, nebraska, usa"
"213707","1","regina, saskatchewan, canada"
"234921","1","sleepy hollow, new york, usa"
"238781","1","yucca valley, california, usa"
"251069","1","westbury, new york, usa"
"36817","1","south hadley, massachusetts, usa"
"55518","1","saint cloud, florida, usa"
"82893","1","san antonio, texas, usa"
"102416","1","willow grove, pennsylvania, usa"
"123257","1","circleville, ohio, usa"
"123550","1","silver creek, new york, usa"
"164027","1","burlington, ontario, canada"
"178667","1","freehold, new jersey, usa"
"179978","1","perry, new york, usa"
"216071","1","charleston, south carolina, usa"
"223210","1","rock hill, south carolina, usa"
"245703","1","bradford, england, united kingdom"
"250166","1","maple ridge, british columbia, canada"
"271284","1","alexandria, virginia, usa"
"5453","1","melbourne, victoria, australia"
"7105","1","chertsey, england, united kingdom"
"50797","1","cirencester, england, united kingdom"
"53729","1","balingup, western australia, australia"
"110029","1","norwich, england, united kingdom"
"205546","1","camlachie, ontario, canada"
"210625","1","melbourne, victoria, australia"
"225986","1","watford, england, united kingdom"
"5458","1","adelaide, south australia, australia"
"32575","1","adelaide, south australia, australia"
"5459","1","frederick, maryland, usa"
"166060","1","san pedro, laguna, n/a, philippines"
"201641","1","ottawa, ontario, canada"
"218976","1","henderson, tennessee, usa"
"244660","1","castleton, vermont, usa"
"59269","1","indianapolis, indiana, usa"
"85367","1","gloversville, new york, usa"
"125203","1","montreal, quebec, canada"
"135567","1","long beach, california, usa"
"148744","1","campbellsport, wisconsin, usa"
"212467","1","weimar, texas, usa"
"242309","1","wbl, minnesota, usa"
"258291","1","mississauga, ontario, canada"
"172512","1","louisville, kentucky, usa"
"254201","1","milwaukee, wisconsin, usa"
"55927","1","roscoe, minnesota, usa"
"180348","1","fredericksburg, virginia, usa"
"217444","1","philadelphia, pennsylvania, usa"
"13518","1","fishers, indiana, usa"
"19528","1","gulfport, florida, usa"
"23353","1","berryville, virginia, usa"
"59676","1","glenwood, illinois, usa"
"69355","1","syracuse, new york, usa"
"70994","1","peoria, illinois, usa"
"99193","1","medford, oregon, usa"
"107784","1","tarentum, pennsylvania, usa"
"123625","1","geelong, victoria, australia"
"175529","1","rockland, ,"
"195049","1","florence, new jersey, usa"
"209385","1","wyndmoor, pennsylvania, usa"
"236959","1","st. louis, missouri, usa"
"238120","1","louisville, kentucky, usa"
"5462","1","denton, texas, usa"
"5463","1","madrid, madrid, spain"
"7552","1","barcelona, barcelona, spain"
"15202","1","palma de mallorca, illes balears, spain"
"69049","1","alcorcón, madrid, spain"
"69076","1","madrid, madrid, spain"
"76748","1","collado villalba, madrid, spain"
"82394","1","barcelona, barcelona, spain"
"94242","1","madrid, madrid, spain"
"99469","1","madrid, madrid, spain"
"119979","1","barcelona, catalunya, spain"
"139494","1","palma de mallorca, baleares, spain"
"162134","1","pittsburgh, pennsylvania, usa"
"195075","1","girona, girona, spain"
"207221","1","madrid, madrid, spain"
"5464","1","dortmund, nordrhein-westfalen, germany"
"5465","1","dortmund, ,"
"20850","1","köln, nordrhein-westfalen, germany"
"100644","1","heilbronn, baden-wuerttemberg, germany"
"122037","1","bochum, nordrhein-westfalen, germany"
"271516","1","köln, nordrhein-westfalen, germany"
"5466","1","lawrenceville, georgia, usa"
"167715","1","westminster, colorado, usa"
"182393","1","the center of, my own little world, usa"
"5468","1","no comment, wisconsin, usa"
"120548","1","ourense, ourense, spain"
"182987","1","armentia, álava, spain"
"243785","1","viña del mar, quinta región, chile"
"5469","1","savannah, georgia, usa"
